product_name,users,orders,total_items,reorder_rate
Organic Mango Slices,219,582,582,0.6237113402061856
Organic Milk,1593,4210,4210,0.6216152019002376
Organic Reduced Fat Omega-3 Milk,242,638,638,0.6206896551724138
Organic Fuji Apple,7797,20545,20545,0.6204916037965442
Organic Strawberry Smoothie,770,2017,2017,0.6182449181953397
Whole Organic Omega 3 Milk,339,888,888,0.6182432432432432
Organic Vanilla Soymilk,468,1216,1216,0.6151315789473685
Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,3043,7817,7817,0.6107202251503134
Organic Avocado,15643,40162,40162,0.6105024650166825
Grade A Organic Large Brown Eggs,332,843,843,0.6061684460260973
Organic Love Crunch Granola Dark Chocolate & Red Berries,346,877,877,0.6054732041049031
Organic Unsweetened Vanilla Almond Milk,990,2499,2499,0.6038415366146459
Organic Large Brown Grade AA Cage Free Eggs,2351,5930,5930,0.6035413153456999
Guava Goddess Organic Kambucha,305,765,765,0.6013071895424836
Organic Raw Multigreen Kobmbucha,568,1408,1408,0.5965909090909091
Yotoddler Organic Pear Spinach Mango Yogurt,326,802,802,0.5935162094763092
Organic Tortilla Chips,2024,4957,4957,0.5916885212830341
Organic Low Fat Chocolate Milk,479,1172,1172,0.591296928327645
Organic  Whole Milk,430,1047,1047,0.5893027698185291
Organic Large Grade A Brown Eggs,1130,2747,2747,0.5886421550782672
Organic Original Almond Milk,600,1452,1452,0.5867768595041323
Organic Good Seed Bread,1144,2755,2755,0.5847549909255898
"Kombucha, Organic Raw, Citrus",406,973,973,0.5827338129496403
Organic Animal Crackers,456,1090,1090,0.581651376146789
Organic Guacamole,509,1213,1213,0.5803792250618302
Pineapple Apple Mint Organic Cold Pressed Juicd,241,573,573,0.5794066317626527
Organic Raspberries,9956,23580,23580,0.5777777777777777
Organic Bagged Mini Dark Peanut Butter,433,1022,1022,0.576320939334638
Organic Baby Spinach,20614,48512,48512,0.5750742084432717
Organic Strawana Probugs Kefir,369,867,867,0.5743944636678201
Synergy Organic Kombucha Gingerberry,789,1845,1845,0.5723577235772358
Organic Boneless Skinless Chicken Breast,1156,2698,2698,0.5715344699777613
YoKids Squeeze! Organic Strawberry Flavor Yogurt,380,883,883,0.5696489241223103
Organic Honey Sweet Whole Wheat Bread,634,1467,1467,0.5678254942058623
Organic YoBaby Vanilla Yogurt,427,984,984,0.5660569105691057
Organic Bread with 21 Whole Grains,2146,4930,4930,0.5647058823529412
Organic Whole Grassmilk Milk,889,2041,2041,0.5644292013718766
Organic Apple Slices,702,1611,1611,0.5642458100558659
Organic Fuji Apples,810,1852,1852,0.562634989200864
Organic Whole String Cheese,4070,9298,9298,0.5622714562271456
Organic Eggs Large,353,805,805,0.5614906832298137
Organic Lowfat Plain Yogurt,369,838,838,0.5596658711217184
Organic Lemonade,1015,2300,2300,0.558695652173913
Organic & Raw Strawberry Serenity Kombucha,570,1291,1291,0.5584817970565453
Organic Lowfat Yogurt Banana Vanilla,351,794,794,0.5579345088161209
Organic Lowfat Milk,407,919,919,0.5571273122959739
Organic Hass Avocado,14037,31680,31680,0.5569128787878788
Sea Salt Made With Organic Grain Rice Chips,418,943,943,0.5567338282078473
Organic Large Grade AA Brown Eggs,1910,4307,4307,0.5565358718365452
Gluten-Free Red Hot Blues Made with Organic Blue  Corn Tortilla Chips,480,1077,1077,0.5543175487465181
Organic YoKids Very Berry Smoothies,486,1089,1089,0.5537190082644629
Organic Large Extra Fancy Fuji Apple,5271,11777,11777,0.5524327078203277
Organic Spring Mix,3629,8103,8103,0.5521411822781686
Organic Crimini Mushrooms,667,1486,1486,0.5511440107671601
Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt,515,1146,1146,0.5506108202443281
Organic Medium Brown Eggs,270,600,600,0.55
Organic Strawberries,20441,45417,45417,0.5499262390734747
Organic Bagged Mini Milk Peanut Butter,303,673,673,0.549777117384844
Goodness Grapeness Organic Juice Drink,525,1164,1164,0.5489690721649485
Organic Strawberry Banana Fruit Yogurt Smoothie,267,591,591,0.5482233502538071
Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes,405,896,896,0.5479910714285714
Organic Raspberry Lowfat Yogurt,455,1006,1006,0.547713717693837
Organic Gluten Free Non-Dairy Beans & Rice Burrito,539,1189,1189,0.5466778805719091
Organic Dark Chocolate Peanut Butter Cups,1173,2582,2582,0.54570100697134
Organic Green Butter Lettuce,363,799,799,0.5456821026282853
Organic Unsweetened Almond Milk,4576,10012,10012,0.542948461845785
Sprouted Organic Cinnamon Raisin English Muffins,348,760,760,0.5421052631578948
Synergy Organic & Raw Cosmic Cranberry,521,1137,1137,0.5417766051011433
Organic Variety Pack,692,1510,1510,0.5417218543046357
Organic Plain Yogurt,285,621,621,0.5410628019323671
Organic Greek Whole Milk Blended Vanilla Bean Yogurt,637,1386,1386,0.5404040404040404
Organic Australian Style Vanilla Lowfat Yogurt,359,781,781,0.5403329065300896
Organic Extra Large Brown Omega 3 Eggs,327,711,711,0.540084388185654
Organic Chocolate Almondmilk Pudding,318,691,691,0.5397973950795948
Organic Baby Spinach Salad,1760,3807,3807,0.5376937220908852
"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",1565,3375,3375,0.5362962962962963
Yobaby Organic Plain Yogurt,361,777,777,0.5353925353925354
Organic Gluten Free Chia Plus with Quinoa & Amaranth Waffles,295,633,633,0.5339652448657188
Organic Beans & Rice Cheddar Cheese Burrito,931,1993,1993,0.532865027596588
Organic Large Brown Eggs,1053,2247,2247,0.5313751668891856
Organic Peach Lowfat Yogurt,346,736,736,0.529891304347826
Organic Vanilla Almond Milk,859,1824,1824,0.5290570175438597
Organic Whole Milk French Vanilla Yogurt,391,830,830,0.5289156626506024
Organic Z  Mixed Berry Fruit Rope,242,513,513,0.5282651072124757
Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,418,886,886,0.5282167042889391
Organic Cheese Frozen Pizza,1274,2696,2696,0.5274480712166172
Organic Hummus,265,560,560,0.5267857142857143
Organic Large Grade AA Omega-3 Eggs,745,1572,1572,0.5260814249363868
Organic Blackberries,6406,13493,13493,0.525235307196324
Organic Lemon Lowfat Yogurt,327,687,687,0.5240174672489083
Organic Egg Whites,1906,3989,3989,0.5221860115317122
ZBar Organic Chocolate Brownie Energy Snack,604,1264,1264,0.5221518987341772
Organic Gala Apples,5717,11959,11959,0.5219499958190484
Organic Low Fat Cottage Cheese,326,681,681,0.5212922173274597
Kids Organic Chocolate Chip ZBars,957,1999,1999,0.5212606303151576
Organic Avocados Hass Variety,390,814,814,0.5208845208845209
Made With Organic Beans & Rice Burrito Non-Dairy,350,730,730,0.5205479452054794
Organic American Cheese Singles,1670,3476,3476,0.5195627157652474
Organic Carrots Baby Peeled Prepacked,283,589,589,0.5195246179966044
Organic Quinoa Dark Chocolate Bar,281,583,583,0.5180102915951973
Organic Sea Salt Potato Chips,377,781,781,0.5172855313700384
Large Organic Omega3 Brown Eggs,753,1558,1558,0.5166880616174583
Organic Large Grade A Eggs,494,1018,1018,0.5147347740667977
Organic Mexican Blend Finely Shredded Cheese,2108,4338,4338,0.5140617796219455
Organic White Cheddar Popcorn,785,1615,1615,0.5139318885448917
Organic Greek Fat Free Plain Yogurt,273,561,561,0.5133689839572193
Organic Blueberries Clamshell,399,819,819,0.5128205128205128
Organic 21 Grain Thin Sliced Bread,1242,2549,2549,0.5127500980776776
Organic Orange Juice,595,1213,1213,0.5094806265457543
Organic Milk Chocolate Peanut Butter Cups,608,1237,1237,0.5084882780921585
Organic 4% Milk Fat Whole Milk Cottage Cheese,312,633,633,0.5071090047393365
Organic Baby Arugula,7363,14930,14930,0.5068318821165438
Strawberry Flavored Organic Z Fruit Rope,320,647,647,0.5054095826893354
Organic Fresh Squeezed Orange Juice,561,1133,1133,0.5048543689320388
Organic Granny Smith Apple,5174,10426,10426,0.5037406483790524
Organic Blueberries,11709,23516,23516,0.5020836877019902
Organic Summer Strawberry Bunny Fruit Snacks,1499,3008,3008,0.5016622340425532
Organic Promise Autumn Wheat Cereal,382,766,766,0.5013054830287206
Organic Orange Fruit Juice,411,824,824,0.5012135922330098
Organic Grade A Free Range Large Brown Eggs,4030,8056,8056,0.4997517378351539
Organic Grade A Large Brown Eggs,2652,5300,5300,0.499622641509434
Organic Apple Juice,1148,2289,2289,0.4984709480122324
Organic Extra Large Grade AA Brown Eggs,1324,2638,2638,0.4981046247156937
Apple Honeycrisp Organic,6533,12999,12999,0.49742287868297563
Organic Plain Whole Milk Yogurt,935,1860,1860,0.49731182795698925
Organic Soft Wheat Bread,453,900,900,0.49666666666666665
Heart to Heart Organic Oat Flakes & Blueberry Clusters Cereal,311,617,617,0.4959481361426256
Organic Stringles Mozzarella String Cheese,839,1663,1663,0.4954900781719784
Organic Red Delicious Apple,1228,2433,2433,0.4952733251130292
Organic Lowfat French Vanilla Yogurt,473,934,934,0.493576017130621
Flax Plus Organic Pumpkin Flax Granola,620,1224,1224,0.4934640522875817
Organic Banana,2893,5694,5694,0.49192132068844396
Organic Greek Nonfat Yogurt With Mixed Berries,741,1457,1457,0.4914207275223061
Michigan Organic Kale,6808,13352,13352,0.49011384062312763
Organic Peeled Whole Baby Carrots,6637,13014,13014,0.4900107576456124
Organic White English Muffins,458,897,897,0.48940914158305465
Organic Flax Plus Multibran Flakes,285,558,558,0.489247311827957
Frozen Organic Mango Chunks,318,622,622,0.4887459807073955
Organic Coconut Chia Granola,272,532,532,0.48872180451127817
Organic Extra Firm Tofu,3206,6265,6265,0.488268156424581
Organic Small Curd Cottage Cheese,870,1699,1699,0.48793407886992346
Organic Golden Delicious Apple,909,1770,1770,0.4864406779661017
Organic AppleApple,1265,2462,2462,0.4861900893582453
Organic Baby Carrots,9142,17779,17779,0.4857978513977164
Organic Cripps Pink Apples,1556,3023,3023,0.48527952365200133
Strawberry Organic Kefir,297,577,577,0.4852686308492201
Organic Hemp Plus Granola Cereal,298,578,578,0.4844290657439446
Holler Mountain Organic Coffee,288,558,558,0.4838709677419355
Organic Gluten Free Buckwheat Wildberry Waffles,392,757,757,0.4821664464993395
Organic Kiwi,4144,7986,7986,0.48109191084397696
Restaurant Style Organic Chia & Quinoa Tortilla Chips,367,707,707,0.4809052333804809
Organic Greek Whole Milk Blended Strawberry Yogurt,277,533,533,0.4803001876172608
Organic Romaine Leaf,763,1466,1466,0.4795361527967258
Organic Promise Strawberry Fields Cereal,375,720,720,0.4791666666666667
Organic Jasmine Rice,653,1252,1252,0.4784345047923323
Organic Fresh Carrot Chips,400,765,765,0.477124183006536
Oh My Yog! Organic Wild Quebec Blueberry Cream Top Yogurt & Fruit,344,656,656,0.47560975609756095
Organic Bunny Fruit Snacks Berry Patch,1612,3067,3067,0.47440495598304533
Organic Extra Large Brown Eggs,1014,1929,1929,0.47433903576982894
Organic Plain Greek Whole Milk Yogurt,829,1576,1576,0.4739847715736041
Organic Apple Banana GoGo Squeez,351,666,666,0.47297297297297297
Frozen Organic Blueberries,1048,1986,1986,0.47230614300100704
Gluten Free & Dairy Free Thai Red Curry With Organic Jasmin Rice & Vegetables,276,523,523,0.4722753346080306
Organic Zucchini,10004,18943,18943,0.4718893522673283
Good Seed Organic Thin Sliced Bread,522,988,988,0.4716599190283401
Organic Mushroom & Olive Pizza,470,888,888,0.47072072072072074
Organic California Style Sprouted Bread,457,863,863,0.4704519119351101
Organic Mini Sandwich Crackers Cheddar Cheese,324,610,610,0.46885245901639344
Organic Greek Plain Nonfat Yogurt,667,1255,1255,0.4685258964143426
Organic Nonfat Greek Yogurt With Raspberries,303,570,570,0.46842105263157896
Organic Homestyle Mini Waffles,465,874,874,0.4679633867276888
Organic Roasted Turkey Breast,2964,5568,5568,0.4676724137931034
Organic Quinoa & Brown Rice With Garlic,549,1031,1031,0.46750727449078566
Organic Raisins,303,569,569,0.46748681898066785
Organic Chicken Strips,1051,1969,1969,0.4662265109192483
Organic SprouTofu Savory Baked Tofu,339,635,635,0.46614173228346456
Organic Broccoli,3599,6738,6738,0.46586524191154643
Organic Triple Berry Blend,297,556,556,0.4658273381294964
Organic Ezekiel 4:9 Sesame Bread,661,1237,1237,0.465642683912692
Organic All Natural Blueberry Mini Waffles,360,671,671,0.46348733233979134
Bunny-Luv Organic Carrots,722,1343,1343,0.462397617274758
Organic Plain Kefir,460,854,854,0.4613583138173302
Organic Lacinato (Dinosaur) Kale,3802,7058,7058,0.46132048739019554
Organic Green Beans,1026,1903,1903,0.46085128744088283
Organic White Bread Done Right,286,530,530,0.46037735849056605
Organic Sea Salt Roasted Seaweed Snacks,1098,2032,2032,0.4596456692913386
Organic Strawberry Lemonade,359,664,664,0.45933734939759036
Organic Mini Sandwich Crackers Peanut Butter,517,953,953,0.45750262329485836
Organic Italian Salad,1329,2449,2449,0.4573295222539812
Yo Baby Organic Whole Milk Banana Mango Yogurt,349,643,643,0.4572317262830482
Organic Whole Wheat Bread,1012,1863,1863,0.4567901234567901
Organic Muenster Cheese Slices,742,1364,1364,0.4560117302052786
Organic Lightly Salted Brown Rice Cakes,1110,2038,2038,0.4553483807654563
Organic Cottage Cheese,747,1371,1371,0.4551422319474836
Organic Vanilla Chip Chewy Granola,346,634,634,0.45425867507886436
Organic Whole Grain Wheat English Muffins,1264,2316,2316,0.4542314335060449
"Organic Pears, Peas and Broccoli Puree Stage 1",344,629,629,0.45310015898251194
Organic Cinnamon Harvest Cereal,551,1005,1005,0.45174129353233833
Organic Bunny Fruit Tropical Treat Fruit Snacks,607,1104,1104,0.45018115942028986
Organic Lightly Salted Sea Salt Thin & Crispy Restaurant Style Tortilla Chips,503,914,914,0.449671772428884
Organic Sprouted Wheat Bagels,346,628,628,0.44904458598726116
Organic D'Anjou Pears,4080,7399,7399,0.44857413163941073
Organic Sprouted English Muffin,721,1307,1307,0.4483550114766641
Organic Kale Greens,815,1475,1475,0.44745762711864406
Organic Lemon,8148,14735,14735,0.4470308788598575
Organic Mixed Berry Yogurt & Fruit Snack,464,839,839,0.4469606674612634
Organic Stage 3 Pear Carrot Apricot Baby Food,284,513,513,0.44639376218323584
Organic Deep Dark Sea Salt Chocolate,552,997,997,0.4463390170511535
Organic Zucchini Spirals,576,1038,1038,0.44508670520231214
Organic Roasted Sliced Chicken Breast,1500,2702,2702,0.4448556624722428
Organic Navel Orange,4227,7613,7613,0.44476553264153423
Organic Baby Kale,1977,3559,3559,0.44450688395616744
Organic Blueberry Waffles,864,1555,1555,0.44437299035369776
Air Chilled Organic Boneless Skinless Chicken Breasts,1605,2887,2887,0.44405957741600277
Ezekiel 4:9 Bread Organic Sprouted Whole Grain,2207,3960,3960,0.44267676767676767
Organic Finely Shredded Cheddar Cheese,416,746,746,0.44235924932975873
Organic Grape Tomatoes,9050,16217,16217,0.44194363939076275
Organic SprouTofu Extra Firm Tofu,422,756,756,0.4417989417989418
Organic Stoneground Wheat Crackers,494,883,883,0.4405436013590034
Organic Cucumber,7659,13672,13672,0.43980397893504974
Organic SprouTofu Teriyaki Tofu Cutlets,356,635,635,0.4393700787401575
Organic Greek Plain Lowfat Yogurt,334,595,595,0.43865546218487395
Organic Baby Romaine Lettuce,528,940,940,0.43829787234042555
Organic Lentil Soup,582,1035,1035,0.43768115942028984
Organic Nonfat Greek Yogurt With Peaches,687,1221,1221,0.43734643734643736
"Organic Gala Apples, Bag",466,828,828,0.43719806763285024
Organic Fancy Shredded Mozzarella Cheese,758,1344,1344,0.43601190476190477
Organic Tomato Cluster,6503,11519,11519,0.43545446653355324
"Coconut Water, Pure Organic",292,517,517,0.43520309477756286
Berry Berry Good Lemonade Organic Juice Drink,531,940,940,0.4351063829787234
Organic Super Fruit Punch Juice Drink,696,1226,1226,0.43230016313213704
Organic Yellow Onion,10653,18742,18742,0.431597481592146
Organic Wheat-Free & Gluten-Free Original Crackers,946,1662,1662,0.43080625752105894
Organic Chicken Pot Pie,556,976,976,0.430327868852459
Organic Snipped Green Beans,1553,2722,2722,0.4294636296840558
Organic Bartlett Pear,2556,4479,4479,0.4293369055592766
Organic Broccoli Florets,3300,5761,5761,0.42718278076722793
Organic Multigrain Waffles,953,1662,1662,0.4265944645006017
Organic Green Leaf Lettuce,1538,2675,2675,0.4250467289719626
Organic Ezekiel 49 Bread Cinnamon Raisin,624,1085,1085,0.4248847926267281
Organic Original Acai Berry + Guarana Smoothie Packs,443,770,770,0.42467532467532465
Organic Chocolate Chip Chewy Granola Bars,690,1199,1199,0.4245204336947456
Organic Blue Corn Tortilla Chips,1821,3164,3164,0.4244627054361568
Organic Brown Rice Cake Salt-Free,606,1052,1052,0.42395437262357416
Organic Greek Lowfat Yogurt With Strawberries,685,1189,1189,0.4238856181665265
Organic Fat Free Cottage Cheese,359,623,623,0.42375601926163725
Organic Romaine,2788,4826,4826,0.4222958972233734
Organic SprouTofu Super Firm Tofu,369,638,638,0.4216300940438871
Organic Bosc Pear,1748,3022,3022,0.42157511581733953
Organic Red Bell Pepper,5540,9572,9572,0.4212285833681571
Organic Stage 4 Spinach Mango & Pear Baby Food,378,653,653,0.4211332312404288
Organic Baby Rainbow Carrots,2335,4026,4026,0.42001987083954295
Organic Red Chard Greens,1182,2036,2036,0.4194499017681729
Organic Homestyle Waffles,919,1581,1581,0.4187223276407337
Organic Broccoli Crowns,1482,2549,2549,0.4185955276579051
Organic Apple Juice Boxes,471,809,809,0.4177997527812114
Organic Roma Tomato,2999,5150,5150,0.41766990291262135
"Whole Grain Organic Waffles, Totally Original",310,532,532,0.41729323308270677
Organic Greek Lowfat Yogurt With Cherries,376,644,644,0.4161490683229814
"Organic Red Radish, Bunch",2914,4989,4989,0.41591501302866307
Organic Uncured Sliced Black Forest Ham,1138,1945,1945,0.41491002570694085
Organic Spring Mix Salad,2694,4603,4603,0.4147295242233326
Organic Sweet Peas,383,654,654,0.41437308868501527
Organic Baby Broccoli,3076,5245,5245,0.41353670162059103
Organic Smoked Turkey Breast,764,1299,1299,0.41185527328714394
Organic Garlic,11211,19046,19046,0.4113724666596661
Organic Whole Cashews,1245,2113,2113,0.4107903454803597
Organic Original Hommus,1196,2026,2026,0.4096742349457058
Organic Hothouse Cucumbers,1999,3386,3386,0.40962787950383933
Organic Frosted Flakes Cereal,382,647,647,0.4095826893353941
Organic Ground Turkey,480,811,811,0.4081381011097411
Organic Turkey Bacon,1547,2613,2613,0.4079601990049751
Organics Spinach,445,751,751,0.40745672436750996
Dark with 70% Cacao Content Organic Chocolate Bar,635,1071,1071,0.40709617180205415
Organic Romaine Lettuce,3764,6348,6348,0.40705734089477
Organic Yams,2632,4437,4437,0.40680640072120805
Gogo Squeez Organic Apple Strawberry Applesauce on the Go,403,679,679,0.406480117820324
Organic Whipping Cream,893,1504,1504,0.40625
Organic Extra Virgin Olive Oil,2225,3743,3743,0.4055570398076409
Organic Yukon Select Fries,595,1000,1000,0.405
Organic 85% Cacao Dark Chocolate Bar,563,943,943,0.4029692470837752
Organic Cheddar Snack Mix,607,1015,1015,0.4019704433497537
Organic Bagged Carrots,1167,1951,1951,0.4018452075858534
Organic Romaine Hearts,2061,3444,3444,0.40156794425087106
Organic Salted Butter,1902,3178,3178,0.40151038388923854
Organic Golden Round Crackers,323,539,539,0.4007421150278293
Organic Baby Spring Mix,569,949,949,0.40042149631190727
Organic White Onions,2513,4176,4176,0.398227969348659
"Organic Snack Mix Bunnies Snack Mix, Organic",487,808,808,0.3972772277227723
Bag of Organic Lemons,360,597,597,0.3969849246231156
Organic Chicken Stock,1885,3125,3125,0.3968
Organic Sriracha Hummus,359,595,595,0.39663865546218485
Organic Red Onion,8060,13288,13288,0.3934376881396749
Organic Green Peas,611,1007,1007,0.3932472691161867
Organic Garnet Sweet Potato (Yam),5002,8238,8238,0.39281378975479486
Organic Cilantro,8233,13557,13557,0.3927122519731504
Organic Soy Tempeh,307,505,505,0.3920792079207921
Organic Bell Pepper,2496,4102,4102,0.3915163334958557
Organic Braeburn Apple,1038,1704,1704,0.3908450704225352
Organic Baby Bella Mushrooms,1021,1673,1673,0.38971906754333535
Organic Classic Rich Crackers,384,629,629,0.38950715421303655
Organic Genoa Salami,679,1111,1111,0.38883888388838883
Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,372,608,608,0.3881578947368421
Organic Whole Grain Oatmeal Cereal Baby Food,442,722,722,0.3878116343490305
Organic Shredded Mild Cheddar,579,944,944,0.3866525423728814
Organic Iceberg Lettuce,1749,2846,2846,0.3854532677442024
Organic Purple Kale,745,1212,1212,0.38531353135313534
Organic Chunky Tomato Bisque Soup,371,603,603,0.38474295190713104
Organic Green Onions,1344,2184,2184,0.38461538461538464
Organic Strawberry Yogurt & Fruit Snack,349,567,567,0.3844797178130511
Organic Whole Strawberries,3498,5678,5678,0.38393800634026065
Organic Roast Beef,559,907,907,0.3836824696802646
Organic Heavy Whipping Cream,2779,4505,4505,0.38312985571587127
Organic Greek Lowfat Yogurt With Blueberries,506,820,820,0.3829268292682927
Organic Carrot Bunch,4531,7340,7340,0.3826975476839237
Organic Mini Homestyle Waffles,363,588,588,0.3826530612244898
Organic Small Bunch Celery,7140,11555,11555,0.38208567719601905
Organic Beef Uncured Hot Dogs,1289,2082,2082,0.3808837656099904
Organic Whole White Mushrooms,721,1164,1164,0.3805841924398625
Organic Shredded Carrots,2145,3456,3456,0.3793402777777778
Frozen Organic Strawberries,655,1055,1055,0.3791469194312796
Organic Medium Salsa,2493,4008,4008,0.37799401197604793
Organic Lentil Vegetable Soup,658,1053,1053,0.37511870845204176
Organic Shells And White Cheddar,817,1304,1304,0.37346625766871167
Organic Whole Peeled Baby Carrots,374,596,596,0.3724832214765101
Organic Beef Hot Dogs,1578,2511,2511,0.3715651135005974
Organic Light in Sodium Lentil Vegetable Soup,422,670,670,0.3701492537313433
Organic Brown Rice,1822,2891,2891,0.36976824628156346
Organic Apple Sauce,348,552,552,0.3695652173913043
Organic Chicken & Apple Sausage,1200,1902,1902,0.36908517350157727
Bag of Organic Fuji Apples,702,1112,1112,0.368705035971223
Organic Cinnamon Apple Chips,345,545,545,0.3669724770642202
Organic Raisin Bran Cereal,415,654,654,0.3654434250764526
Organic Macaroni Shells & Real Aged Cheddar,1311,2063,2063,0.3645176926805623
Organic Avocados,506,796,796,0.36432160804020103
Organic Creamy Tomato Soup,995,1562,1562,0.36299615877080665
Organic Medium Chili,324,507,507,0.3609467455621302
Organic Rolled Oats,639,998,998,0.35971943887775554
Organic Hot Salsa,513,800,800,0.35875
Organic Russet Potato,3268,5096,5096,0.358712715855573
Organic Cinnamon Crunch Cereal,1217,1896,1896,0.3581223628691983
Organic Mixed Vegetables,1231,1917,1917,0.35785080855503393
Organic Whole Wheat Tortillas,341,531,531,0.3578154425612053
Organic White Corn & Wheat Tortillas,406,632,632,0.3575949367088608
Organic Black Beans,4633,7201,7201,0.3566171365088182
Organic Fuji Red Apple Chips,512,795,795,0.3559748427672956
Organic Sliced White Mushrooms,851,1321,1321,0.3557910673732021
Organic Cinnamon Apple Sauce,539,836,836,0.35526315789473684
Frozen Organic Wild Blueberries,3146,4879,4879,0.3551957368313179
Organic Air Chilled Whole Chicken,589,913,913,0.3548740416210296
Organic Green Seedless Grapes,1880,2910,2910,0.3539518900343643
Organic Roasted Red Pepper & Tomato Soup,503,777,777,0.35263835263835264
Organic Stage 4 Green Bean Pear & Pea Baby Food,332,512,512,0.3515625
Organic Sweet Mini Peppers,325,501,501,0.35129740518962077
Organic Multi Grain Squares Cereal,377,581,581,0.35111876075731496
Organic Garbanzo Beans,3865,5955,5955,0.3509655751469353
Organic Medjool Dates,1062,1636,1636,0.3508557457212714
Organic Mango Chunks,798,1228,1228,0.3501628664495114
Organic Dark Sweet Cherries,578,889,889,0.3498312710911136
Appley Ever After Organic Juice Drink,432,664,664,0.3493975903614458
Organic Italian Parsley Bunch,6710,10309,10309,0.34911242603550297
Organic Celery,540,829,829,0.3486127864897467
Organic Thompson Seedless Raisins,1031,1581,1581,0.3478810879190386
Organic Traditional Flour Tortillas,396,607,607,0.34761120263591433
Organic Wheat Square Crackers,887,1359,1359,0.34731420161883736
Organic Baby Kale Mix,1271,1947,1947,0.34720082177709294
Organic Living Butter Lettuce,459,702,702,0.34615384615384615
Organic Seasoned Yukon Select Potatoes Hashed Browns,669,1023,1023,0.3460410557184751
Organic Salted Individually Wrapped Quarters Butter,365,558,558,0.34587813620071683
Organic Yellow Squash,1228,1876,1876,0.34541577825159914
Organic Graham Crunch Cereal,438,667,667,0.34332833583208394
"Tortillas, Corn, Organic",643,978,978,0.3425357873210634
Organic Jalapeno Pepper,2405,3657,3657,0.3423571233251299
Organic Pitted Green Olives,367,557,557,0.34111310592459604
Organic Sour Cream,3270,4959,4959,0.34059286146400486
Organic Riced Cauliflower,1422,2154,2154,0.3398328690807799
Organic Spinach Bunch,1509,2283,2283,0.33902759526938236
Organic Cheddar Bunnies,396,599,599,0.33889816360601
Organic Low Fat Vegetable Barley Soup,476,719,719,0.3379694019471488
Organic Frozen Mango Chunks,1163,1754,1754,0.3369441277080958
Organic Sunday Bacon,1206,1817,1817,0.33626857457347276
